序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
3369,014142,大成新能源混合发起式C,2026-05-07,1.286,1.286,0.27,2.75,10.42,5.32,1.14,52.99,43.35,35.06,7.99,28.6,51.2407,0.00%
3370,017965,招商匠心优选混合C,2026-05-07,1.8859,1.8859,0.54,2.43,5.81,1.82,18.05,52.99,65.82,88.59,17.67,88.59,54.4048,0.00%
3371,015688,九泰泰富灵活配置混合(LOF)C,2026-05-07,2.2567,2.2567,1.33,5.24,29.35,17.36,23.41,52.98,91.23,44.2,26.6,33.91,53.6529,0.00%
3372,020384,金信转型创新成长混合发起式C,2026-05-07,2.5638,3.6291,1.83,3.85,10.96,-2.19,18.33,52.98,113.66,,11.67,109.3,50.2645,0.00%
3373,015495,景顺长城中证1000指数增强A,2026-05-07,1.6844,1.6844,1.5,3.44,13.23,8.34,18.97,52.97,74.26,60.59,16.93,68.44,51.7888,0.12%
3374,018424,路博迈中国机遇混合A,2026-05-07,1.4096,1.4096,-0.01,1.32,15.72,12.16,16.87,52.97,44.87,,20.14,40.96,52.5871,0.15%
3375,019144,东财景气驱动混合发起式C,2026-05-07,1.8138,1.8138,1.6,5.27,25.89,5.71,39.49,52.97,87.78,,19.06,81.38,52.9858,0.00%
3376,014668,银华专精特新量化优选股票发起A,2026-05-07,1.7388,1.7388,2.04,3.61,13.56,7.97,19.48,52.96,100.35,81.88,17.48,73.88,50.7674,0.15%
3377,007043,前海联合泓鑫混合C,2026-05-07,3.5233,3.7843,0.84,3.3,17.27,9.33,18.65,52.93,77.69,37.33,12.36,266.86,52.471,0.00%
3378,021074,华夏中证沪深港黄金产业股票ETF发起式联接A,2026-05-07,1.6567,1.6567,1.81,6.06,2.03,-8.27,15.02,52.92,,,7.38,65.67,55.4565,0.12%
3379,007223,工银中证500ETF联接C,2026-05-07,1.6472,1.6472,1.24,4.02,14.58,6.79,19.22,52.91,62.93,46.9,16.2,63.92,52.2929,0.00%
3380,001325,鹏华弘和混合A,2026-05-07,1.8133,2.0263,3.95,6.07,19.7,5.26,12.87,52.9,67.68,52.63,8.43,115.75,52.6347,0.15%
3381,009380,富安达科技领航混合A,2026-05-07,0.7428,0.7428,1.43,3.47,25.6,20.19,1.82,52.9,55.98,20.53,12.43,-25.72,51.6537,0.15%
3382,017919,中欧中证1000指数增强A,2026-05-07,1.533,1.533,1.28,3.07,11.93,8.19,18.81,52.89,70.86,56.76,16.22,53.3,51.7071,0.15%
3383,017635,银华动力领航混合A,2026-05-07,1.1266,1.1266,2.07,3.61,15.47,7.84,18.75,52.86,47.38,23.4,12.9,12.66,51.6694,0.15%
3384,001326,鹏华弘和混合C,2026-05-07,1.7859,1.9919,3.95,6.06,19.69,5.24,12.84,52.82,67.5,52.39,8.41,111.83,52.5498,0.00%
3385,163109,申万菱信深证成份指数(LOF)A,2026-05-07,0.8547,1.073,1.11,3.29,15.92,11.86,15.91,52.82,60.63,42.0,14.74,19.23,51.4888,0.12%
3386,008778,嘉实中证500指数增强A,2026-05-07,1.8384,1.8384,1.07,3.36,13.31,6.72,17.78,52.82,56.33,43.33,15.04,83.84,52.1099,0.10%
3387,161118,易方达中小企业100(LOF)A,2026-05-07,1.7261,1.7261,1.04,2.71,17.24,13.78,17.65,52.81,64.58,38.72,16.09,124.25,51.9053,0.12%
3388,004476,景顺长城沪港深领先科技股票A,2026-05-07,2.295,2.295,2.0,5.52,22.79,20.54,17.99,52.8,69.87,50.0,21.75,129.5,51.9868,0.15%
3389,008492,万家周期优势企业混合C,2026-05-07,1.2524,1.2524,0.4,2.66,9.57,1.45,12.11,52.77,37.1,17.71,5.42,25.24,52.323,0.00%
3390,023821,泓德中证500指数增强A,2026-05-07,1.5293,1.5293,0.37,2.59,13.42,8.7,20.54,52.76,,,16.37,52.93,,0.12%
3391,006593,博道中证500增强A,2026-05-07,2.6885,2.9685,1.48,4.19,15.16,6.4,18.37,52.75,72.1,63.04,15.97,225.27,52.0473,0.12%
3392,021856,博时中证油气资源ETF发起式联接C,2026-05-07,1.3651,1.3651,-2.03,-1.35,-4.08,6.67,29.5,52.73,,,24.77,36.51,53.2959,0.00%
3393,012927,民生加银中证500指数增强C,2026-05-07,1.1137,1.1137,1.1,3.48,14.25,8.01,18.58,52.71,54.68,34.77,16.51,11.37,52.0202,0.00%
3394,010852,中欧内需成长混合A,2026-05-07,1.0999,1.0999,2.58,6.35,19.95,10.1,19.87,52.7,101.23,67.74,19.65,9.99,51.6267,0.15%
3395,017946,国富沪港深成长精选股票C,2026-05-07,2.3801,2.3801,1.25,4.08,15.7,10.37,10.73,52.7,60.02,45.69,13.34,39.96,53.0119,0.00%
3396,018548,金鹰产业智选一年持有混合C,2026-05-07,1.3866,1.5866,3.22,5.27,31.24,27.5,38.08,52.7,77.37,,41.97,65.63,51.4275,0.00%
3397,070030,嘉实中创400ETF联接A,2026-05-07,2.6149,2.6149,1.97,5.05,17.86,10.78,21.12,52.69,70.3,47.18,18.17,161.49,51.3778,0.12%
3398,004345,南方深证成份ETF联接C,2026-05-07,1.3798,1.3798,1.11,3.33,15.94,11.72,15.61,52.68,59.75,41.2,14.68,62.16,51.3602,0.00%
3399,021364,渤海汇金新动能主题混合C,2026-05-07,1.4581,1.4581,0.75,1.27,9.53,2.46,12.06,52.68,,,14.69,64.16,49.9949,0.00%
3400,010062,南方行业精选一年混合A,2026-05-07,1.0047,1.0047,0.48,2.16,6.54,1.27,6.87,52.67,48.01,52.07,4.33,0.47,52.9457,0.15%
3401,016553,南方鑫悦15个月持有混合A,2026-05-07,1.5317,1.5317,1.08,3.04,12.04,7.87,15.56,52.67,49.87,47.79,14.42,53.17,51.9242,0.15%
3402,001305,九泰天富改革混合A,2026-05-07,1.528,1.528,1.33,5.09,29.6,17.36,23.52,52.65,68.65,62.21,26.59,52.8,53.2598,0.15%
3403,020412,永赢中证沪深港黄金产业股票ETF发起联接C,2026-05-07,2.1154,2.1154,1.79,6.04,1.91,-8.64,15.55,52.63,68.67,,7.83,111.54,55.179,0.00%
3404,003751,万家瑞隆混合A,2026-05-07,2.3624,2.3624,2.16,5.45,22.54,18.49,23.85,52.61,35.72,10.86,28.36,136.24,52.9854,0.15%
3405,009984,鹏华启航混合,2026-05-07,1.2061,1.2061,0.56,3.22,10.83,14.29,21.55,52.61,58.91,59.9,24.33,20.61,52.2277,0.15%
3406,021075,华夏中证沪深港黄金产业股票ETF发起式联接C,2026-05-07,1.6503,1.6503,1.8,6.05,2.0,-8.32,14.91,52.61,,,7.29,65.03,55.1471,0.00%
3407,011523,前海联合产业趋势混合A,2026-05-07,0.953,0.953,2.13,5.71,19.29,19.71,22.73,52.6,76.91,50.51,22.24,-4.7,51.8483,0.15%
3408,004231,中欧行业成长混合(LOF)C,2026-05-07,2.3711,2.5691,1.28,3.41,10.82,4.16,15.12,52.6,59.81,47.47,11.78,188.17,52.2278,0.00%
3409,011757,博时产业优选混合C,2026-05-07,1.2026,1.2026,0.62,2.84,16.03,8.78,13.29,52.58,44.7,46.3,11.61,20.26,51.7668,0.00%
3410,012707,中银核心精选混合C,2026-05-07,1.1178,1.1178,2.96,6.06,21.65,14.49,17.96,52.58,66.69,40.89,14.17,11.78,51.8337,0.00%
3411,015088,易方达优势先锋一年持有混合(FOF)C,2026-05-06,1.2931,1.2931,1.19,1.17,8.15,2.98,7.7,52.58,49.51,37.84,8.14,29.31,,0.00%
3412,015856,格林碳中和主题混合A,2026-05-07,1.7823,1.7823,0.99,3.14,10.28,-2.04,7.14,52.57,96.53,78.89,6.62,78.23,50.8762,0.15%
3413,010865,泓德卓远混合C,2026-05-07,0.8179,0.8179,1.26,3.44,14.83,9.37,8.95,52.56,59.75,35.59,12.58,-18.21,51.5472,0.00%
3414,011938,博时新能源汽车主题混合A,2026-05-07,1.0758,1.0758,0.67,4.76,22.21,9.91,17.02,52.55,60.52,34.04,18.81,7.58,51.6065,0.15%
3415,168501,华银产业升级,2026-05-07,1.6287,1.6287,-3.87,-2.54,13.4,15.21,9.43,52.54,19.95,-20.01,26.92,62.87,48.8485,0.15%
3416,006371,长安鑫盈混合A,2026-05-07,2.4458,2.4458,5.45,8.39,28.39,24.07,29.47,52.54,81.94,41.88,24.39,144.58,54.3091,0.15%
3417,013878,圆信永丰中证500指数增强发起A,2026-05-07,1.1894,1.1894,0.96,3.58,13.61,9.09,18.7,52.53,48.56,38.92,17.34,18.94,51.7092,0.12%
3418,014499,南方转型增长混合C,2026-05-07,2.7061,2.7061,0.47,2.33,10.42,13.97,25.87,52.51,45.58,42.28,22.56,22.61,52.105,0.00%
3419,014669,银华专精特新量化优选股票发起C,2026-05-07,1.719,1.719,2.04,3.6,13.53,7.89,19.29,52.5,99.12,80.25,17.35,71.9,50.3148,0.00%
3420,006009,国融融银灵活配置混合A,2026-05-07,0.6095,0.6595,6.22,8.47,32.9,35.87,30.57,52.49,49.09,5.52,33.63,-36.23,52.2608,0.12%
3421,010452,广发瑞福精选混合A,2026-05-07,1.2628,1.2628,2.66,6.96,23.93,14.24,23.28,52.49,83.76,53.94,15.58,26.28,52.0896,0.15%
3422,007028,易方达中证500ETF联接发起式A,2026-05-07,2.0574,2.0574,1.21,3.98,14.45,6.76,19.01,52.48,60.91,46.61,16.07,105.74,51.8488,0.05%
3423,023570,浦银安盛周期优选混合A,2026-05-07,1.5246,1.5246,2.42,5.65,-3.7,-8.38,9.64,52.48,,,-0.55,52.46,52.689,0.15%
3424,022913,易方达中证500ETF联接发起式Y,2026-05-07,2.0573,2.0573,1.21,3.98,14.44,6.76,19.0,52.47,,,16.07,48.78,51.8415,0.00%
3425,016942,工银中证1000指数增强A,2026-05-07,1.6124,1.6124,1.24,2.76,10.13,5.65,16.28,52.46,83.52,62.79,13.63,61.24,50.5649,0.15%
3426,017866,泓德高端装备混合发起式A,2026-05-07,1.5001,1.5001,1.71,4.06,21.68,19.18,31.63,52.45,78.75,,21.32,50.01,49.3083,0.15%
3427,013484,长城行业轮动混合C,2026-05-07,2.3856,2.3856,1.23,3.6,21.04,9.28,23.29,52.44,58.57,28.69,12.3,-19.4,51.3321,0.00%
3428,008950,平安匠心优选混合C,2026-05-07,1.6647,1.8997,1.93,3.03,17.4,12.32,18.83,52.43,91.26,66.47,16.99,101.18,52.6827,0.00%
3429,018987,富安达科技领航混合C,2026-05-07,0.7367,0.7367,1.43,3.47,25.57,20.1,1.67,52.43,55.06,,12.32,37.26,51.18,0.00%
3430,005743,长安裕隆混合A,2026-05-07,3.6627,3.6627,5.38,8.31,28.21,23.87,29.31,52.41,85.33,45.5,24.45,266.27,54.1995,0.15%
3431,012093,鹏华创新升级混合A,2026-05-07,1.5726,1.5726,0.37,1.79,7.21,0.5,3.28,52.4,77.03,68.7,3.41,57.26,52.3247,0.15%
3432,023550,银华上证科创板人工智能ETF发起式联接A,2026-05-07,1.4246,1.4246,2.67,7.71,27.5,13.82,22.47,52.4,,,21.92,42.46,53.0676,0.12%
3433,161038,富国新兴成长量化精选混合(LOF)A,2026-05-07,1.7753,1.7753,1.58,4.4,15.84,12.49,22.22,52.39,60.86,44.73,20.05,77.51,50.9737,0.15%
3434,005373,中加紫金灵活配置混合A,2026-05-07,2.1108,2.1708,0.8,1.76,8.97,2.39,11.15,52.39,75.43,69.86,10.79,121.4,51.0952,0.08%
3435,014318,广发价值领航一年持有混合C,2026-05-07,2.3017,2.3017,2.56,4.83,13.4,4.14,15.66,52.39,131.63,107.38,8.91,130.17,51.8572,0.00%
3436,016895,中银卓越成长混合A,2026-05-07,1.4238,1.4238,2.88,5.07,16.53,10.46,19.08,52.39,66.88,42.38,16.19,42.38,53.5591,0.15%
3437,015496,景顺长城中证1000指数增强C,2026-05-07,1.6576,1.6576,1.5,3.44,13.19,8.23,18.74,52.38,72.88,58.68,16.77,65.76,51.1857,0.00%
3438,009592,博时研究精选持有期混合C,2026-05-07,1.3035,1.3827,0.56,2.65,15.55,7.46,11.59,52.37,46.13,49.01,9.54,40.53,51.5521,0.00%
3439,012872,易方达中小企业100(LOF)C,2026-05-07,1.7019,1.7019,1.04,2.7,17.22,13.7,17.48,52.36,63.6,37.49,15.97,5.24,51.4685,0.00%
3440,015177,申万菱信深证成份指数(LOF)C,2026-05-07,0.8443,0.8443,1.1,3.28,15.9,11.78,15.74,52.35,59.69,40.74,14.62,18.56,51.0376,0.00%
3441,017216,国投瑞银策略智选混合A,2026-05-07,1.4533,1.4533,-0.7,1.99,9.58,2.5,6.58,52.34,47.33,46.43,3.91,45.33,51.6856,0.15%
3442,022334,广发产业甄选混合A,2026-05-07,1.4998,1.4998,2.29,4.27,38.19,23.03,34.92,52.34,,,30.1,49.98,52.125,0.15%
3443,007029,易方达中证500ETF联接发起式C,2026-05-07,2.0421,2.0421,1.21,3.98,14.44,6.73,18.95,52.32,60.59,46.17,16.03,104.21,51.6937,0.00%
3444,006594,博道中证500增强C,2026-05-07,2.6261,2.9061,1.48,4.19,15.14,6.32,18.2,52.31,71.08,61.59,15.86,218.22,51.6049,0.00%
3445,005878,博时产业新动力混合C,2026-05-07,3.512,3.512,0.57,2.75,16.02,9.78,16.45,52.3,43.88,47.81,12.28,122.14,51.5099,0.00%
3446,009912,九泰天富改革混合C,2026-05-07,1.526,1.526,1.33,5.1,29.54,17.38,23.46,52.3,68.06,61.31,26.53,61.48,53.0592,0.00%
3447,012785,鹏华品质精选混合A,2026-05-07,0.876,0.876,1.78,5.66,21.9,15.17,12.11,52.29,39.91,14.0,15.04,-12.4,51.4261,0.15%
3448,163822,中银主题策略混合A,2026-05-07,5.596,5.696,2.68,4.95,16.63,11.39,20.73,52.27,63.24,29.33,16.78,482.3,53.3571,0.15%
3449,005905,华泰保兴成长优选C,2026-05-07,2.2933,2.6753,-0.73,0.79,6.34,3.87,9.46,52.27,39.96,43.92,7.63,187.98,52.7339,0.00%
3450,023552,银华上证科创板人工智能ETF发起式联接I,2026-05-07,1.423,1.423,2.67,7.71,27.49,13.8,22.41,52.26,,,21.87,42.3,52.9285,0.00%
3451,016466,国泰海通量化选股混合发起A,2026-05-07,1.7455,1.7455,1.34,3.33,12.85,8.99,18.9,52.25,73.79,62.06,18.19,74.55,51.191,0.15%
3452,006010,国融融银灵活配置混合C,2026-05-07,0.5989,0.6489,6.21,8.48,32.88,35.8,30.42,52.2,48.5,4.89,33.53,-37.33,51.9665,0.00%
3453,008779,嘉实中证500指数增强C,2026-05-07,1.7924,1.7924,1.08,3.36,13.27,6.61,17.55,52.18,55.07,41.59,14.88,79.24,51.4747,0.00%
3454,014334,工银优势领航混合C,2026-05-07,1.1079,1.1079,3.07,5.55,23.82,12.98,13.31,52.14,42.51,17.95,16.42,10.79,51.4352,0.00%
3455,023822,泓德中证500指数增强C,2026-05-07,1.5229,1.5229,0.36,2.57,13.39,8.59,20.3,52.14,,,16.21,52.29,,0.00%
3456,010681,华夏新兴成长股票C,2026-05-07,1.0747,1.0747,1.06,4.36,21.17,14.7,16.18,52.12,68.08,56.52,19.6,7.47,51.1746,0.00%
3457,019553,中银中证500指数增强型发起A,2026-05-07,1.6878,1.6878,0.65,3.05,13.48,8.35,18.47,52.1,53.65,,17.46,68.78,51.5081,0.12%
3458,014513,金鹰远见优选混合A,2026-05-07,1.3011,1.3011,0.82,4.14,9.7,2.33,19.32,52.09,59.37,42.37,16.65,30.11,51.3259,0.15%
3459,023551,银华上证科创板人工智能ETF发起式联接C,2026-05-07,1.4213,1.4213,2.66,7.71,27.47,13.77,22.35,52.09,,,21.82,42.13,52.7623,0.00%
3460,519224,海富通欣荣混合A,2026-05-07,1.751,2.0669,0.66,2.4,14.32,13.19,19.54,52.08,46.16,40.23,17.05,119.88,51.628,0.08%
3461,005727,嘉实中创400ETF联接C,2026-05-07,1.5476,1.5476,1.97,5.04,17.81,10.67,20.88,52.08,68.93,45.42,18.0,54.76,50.7794,0.00%
3462,013879,圆信永丰中证500指数增强发起C,2026-05-07,1.1737,1.1737,0.97,3.58,13.59,9.02,18.54,52.07,47.67,37.68,17.24,17.37,51.25,0.00%
3463,014171,富国新兴成长量化精选混合(LOF)C,2026-05-07,1.7604,1.7604,1.58,4.39,15.82,12.43,22.09,52.07,60.23,43.87,19.97,13.45,50.6805,0.00%
3464,233001,大摩基础行业混合,2026-05-07,0.8231,2.6878,-0.02,3.61,17.13,10.91,11.65,52.06,46.15,8.59,16.36,193.79,50.9444,0.15%
3465,018425,路博迈中国机遇混合C,2026-05-07,1.3856,1.3856,-0.01,1.31,15.67,11.99,16.53,52.06,43.16,,19.89,38.56,51.6804,0.00%
3466,003308,中信建投睿利A,2026-05-07,1.8596,2.0419,1.32,3.23,12.34,7.9,18.58,52.04,83.48,73.28,16.26,119.17,50.3193,0.12%
3467,006214,平安500ETF联接A,2026-05-07,1.6601,1.9181,1.21,3.98,14.36,6.75,18.44,52.04,59.38,45.68,15.7,107.43,51.4275,0.10%
3468,005960,博时量化价值股票A,2026-05-07,1.8813,2.1372,0.08,1.9,11.29,9.47,17.84,52.02,62.51,59.15,16.4,128.34,50.921,0.15%
3469,007439,东海科技动力A,2026-05-07,1.7821,1.7821,1.0,3.84,13.71,6.42,6.63,52.02,34.56,7.98,4.74,78.21,52.2512,0.15%
3470,012429,华夏核心制造混合C,2026-05-07,1.3129,1.3129,2.02,4.07,20.55,17.98,9.72,52.01,68.67,43.2,15.69,31.29,50.5619,0.00%
3471,017154,民生加银专精特新智选混合发起式A,2026-05-07,1.4581,1.4581,1.14,2.5,12.56,6.39,12.05,52.01,80.73,59.06,15.37,45.81,50.3971,0.15%
3472,018916,华夏专精特新混合发起式A,2026-05-07,1.7154,1.7154,0.83,2.72,14.55,14.53,35.66,52.01,71.66,,25.42,71.54,51.8322,0.15%
3473,015092,汇安远见成长混合A,2026-05-07,1.0836,1.0836,1.84,5.01,10.98,4.85,17.69,52.0,39.64,19.33,14.53,8.36,52.8134,0.15%
3474,001045,华夏可转债增强债券A,2026-05-07,2.0497,2.0497,1.87,4.59,18.12,6.74,18.38,51.99,68.95,45.06,15.69,104.97,51.4818,0.08%
3475,011524,前海联合产业趋势混合C,2026-05-07,0.9352,0.9352,2.13,5.71,19.26,19.59,22.49,51.99,75.53,48.73,22.09,-6.48,51.2534,0.00%
3476,023854,景顺长城沪港深领先科技股票C,2026-05-07,2.289,2.289,2.01,5.48,22.73,20.35,17.69,51.99,,,21.43,45.8,51.1889,0.00%
3477,162204,宏利行业精选混合A,2026-05-07,10.012,11.817,-0.75,-0.2,8.92,5.64,12.13,51.98,46.77,38.66,10.16,1639.63,50.604,0.15%
3478,700002,平安深证300指数增强,2026-05-07,3.064,3.144,0.76,2.68,14.58,10.3,12.61,51.98,53.66,34.56,12.77,230.06,50.8616,0.12%
3479,017920,中欧中证1000指数增强C,2026-05-07,1.5041,1.5041,1.27,3.06,11.88,8.03,18.46,51.98,68.83,53.97,15.99,50.41,50.8172,0.00%
3480,017636,银华动力领航混合C,2026-05-07,1.1045,1.1045,2.05,3.59,15.4,7.67,18.39,51.97,45.62,21.19,12.66,10.45,50.7644,0.00%
3481,163111,申万菱信中小企业100指数(LOF)A,2026-05-07,1.7096,2.5085,1.02,2.65,16.79,13.41,17.4,51.96,63.13,35.84,15.73,131.99,51.0648,0.12%
3482,014201,天弘中证1000指数增强A,2026-05-07,1.6772,1.6772,1.62,3.4,13.37,7.89,17.86,51.96,83.14,66.24,16.45,67.72,50.3811,0.15%
3483,005374,中加紫金灵活配置混合C,2026-05-07,2.0545,2.1145,0.8,1.76,8.95,2.32,10.99,51.95,74.39,68.4,10.68,115.67,50.6563,0.00%
3484,002311,创金合信中证500指数增强A,2026-05-07,1.7405,1.9611,1.2,3.27,13.06,7.06,19.03,51.94,62.77,48.62,15.87,104.57,51.0064,0.15%
3485,015857,格林碳中和主题混合C,2026-05-07,1.7573,1.7573,0.99,3.14,10.25,-2.17,6.89,51.92,94.84,76.63,6.44,75.73,50.2479,0.00%
3486,019941,富国洞见价值股票A,2026-05-07,1.679,1.679,0.03,1.94,11.58,2.7,3.48,51.92,57.43,,11.97,67.9,52.0558,0.15%
3487,014558,华商品质慧选混合A,2026-05-07,1.3293,1.3293,0.83,1.3,10.34,4.69,13.88,51.9,83.4,62.15,15.06,32.93,49.5949,0.15%
3488,006215,平安500ETF联接C,2026-05-07,1.6485,1.9045,1.22,3.98,14.36,6.73,18.38,51.89,59.08,45.25,15.67,105.85,51.2802,0.00%
3489,002216,易方达量化策略A,2026-05-07,2.061,2.061,0.93,2.64,15.59,11.11,17.24,51.88,61.27,49.56,15.01,106.1,50.989,0.15%
3490,011841,嘉实兴锐优选一年持有混合A,2026-05-07,1.0606,1.0606,0.99,2.12,13.55,10.81,18.98,51.88,58.32,34.08,17.13,6.06,51.5576,0.15%
3491,018790,华泰柏瑞均衡成长混合A,2026-05-07,1.4843,1.4843,3.33,5.59,27.99,23.93,37.68,51.88,60.38,,32.88,48.43,48.8468,0.15%
3492,001420,南方大数据300A,2026-05-07,2.1994,2.1994,0.59,1.1,9.21,4.15,17.47,51.87,84.54,72.88,14.9,119.94,50.9333,0.12%
3493,022919,申万菱信中证500指数优选增强Y,2026-05-07,2.6428,2.6428,0.45,2.77,13.15,9.57,18.83,51.86,,,16.62,53.72,51.2418,0.00%
3494,023571,浦银安盛周期优选混合C,2026-05-07,1.5183,1.5183,2.41,5.68,-3.7,-8.45,9.45,51.86,,,-0.65,51.83,52.0886,0.00%
3495,010453,广发瑞福精选混合C,2026-05-07,1.2327,1.2327,2.66,6.95,23.88,14.12,23.02,51.85,81.98,51.83,15.4,23.27,51.456,0.00%
3496,010305,华夏创新驱动混合A,2026-05-07,1.0845,1.0845,1.13,4.86,23.18,14.65,20.3,51.85,68.43,59.09,20.15,8.45,51.0867,0.15%
3497,012568,天弘高端制造混合A,2026-05-07,1.1978,1.1978,1.01,3.81,15.51,10.41,16.92,51.85,68.37,45.75,15.83,19.78,49.7812,0.15%
3498,016943,工银中证1000指数增强C,2026-05-07,1.5924,1.5924,1.23,2.74,10.09,5.54,16.06,51.85,82.07,60.85,13.47,59.24,49.9717,0.00%
3499,210008,金鹰策略配置混合,2026-05-07,2.0869,2.6869,3.16,6.38,25.69,24.77,36.62,51.83,28.96,0.75,38.83,199.52,50.7331,0.15%
3500,017867,泓德高端装备混合发起式C,2026-05-07,1.4826,1.4826,1.7,4.04,21.63,19.06,31.37,51.81,77.3,,21.14,48.26,48.7061,0.00%
3501,015384,万家瑞隆混合C,2026-05-07,2.3138,2.3138,2.16,5.44,22.48,18.32,23.52,51.8,34.34,9.18,28.12,2.52,52.1936,0.00%
3502,002316,创金合信中证500指数增强C,2026-05-07,1.7334,1.9542,1.2,3.26,13.05,7.04,18.97,51.79,62.46,48.18,15.83,103.73,50.8616,0.00%
3503,000696,汇添富环保行业股票,2026-05-07,1.999,2.24,-0.05,2.57,14.95,10.56,4.33,51.78,45.38,14.82,12.94,123.56,50.4138,0.15%
3504,016896,中银卓越成长混合C,2026-05-07,1.4068,1.4068,2.87,5.06,16.49,10.35,18.83,51.77,65.54,40.68,16.02,40.68,52.9463,0.00%
3505,022961,天弘中证500ETF联接Y,2026-05-07,1.6979,1.6979,1.22,3.95,14.38,6.83,18.67,51.77,,,16.14,46.14,51.1529,0.00%
3506,040016,华安行业轮动混合,2026-05-07,3.0313,3.7673,1.66,5.27,19.18,15.89,21.34,51.75,43.14,26.45,18.47,364.96,50.7809,0.15%
3507,010063,南方行业精选一年混合C,2026-05-07,0.9718,0.9718,0.48,2.13,6.49,1.11,6.53,51.75,46.22,49.35,4.09,-2.82,52.01,0.00%
3508,016554,南方鑫悦15个月持有混合C,2026-05-07,1.4985,1.4985,1.07,3.03,11.99,7.71,15.22,51.75,48.09,45.13,14.19,49.85,51.0128,0.00%
3509,018157,西部利得中证1000指数增强A,2026-05-07,1.5865,1.5965,1.35,3.14,14.12,8.55,18.79,51.75,72.52,61.47,17.46,60.21,50.3791,0.10%
3510,012993,汇添富品牌力一年持有混合A,2026-05-07,1.7355,1.7355,-0.25,1.43,5.39,5.54,11.87,51.74,57.56,86.01,11.15,73.55,51.4398,0.15%
3511,017996,万家沪深300成长ETF发起式联接A,2026-05-07,1.3166,1.3166,0.84,2.74,14.86,13.23,15.42,51.73,60.15,37.63,14.18,31.66,50.3655,0.10%
3512,019891,华夏中证2000ETF发起式联接A,2026-05-07,1.7214,1.7214,1.5,3.1,11.96,6.99,18.46,51.73,92.21,,15.95,72.14,50.1963,0.12%
3513,000962,天弘中证500ETF联接A,2026-05-07,1.6973,1.6973,1.22,3.95,14.37,6.82,18.65,51.72,60.18,45.93,16.13,69.73,51.1129,0.10%
3514,007463,东海科技动力C,2026-05-07,1.7246,1.7246,1.0,3.84,13.68,6.36,6.52,51.72,34.07,7.1,4.67,72.46,51.9471,0.00%
3515,163803,中银持续增长混合A,2026-05-07,0.4225,4.4033,0.5,1.86,8.47,5.6,12.94,51.71,49.98,22.86,6.32,789.75,51.7601,0.15%
3516,750001,安信灵活配置混合A,2026-05-07,3.2389,3.8289,-0.71,-0.71,2.25,1.61,14.97,51.7,43.31,43.12,12.0,422.11,52.1896,0.15%
3517,519223,海富通欣荣混合C,2026-05-07,1.7298,2.0457,0.65,2.39,14.29,13.13,19.39,51.7,45.57,39.36,16.97,117.5,51.2592,0.00%
3518,014068,工银瑞信悦享混合A,2026-05-07,1.0406,1.0406,0.13,2.98,4.03,-1.48,15.89,51.69,37.86,40.96,6.89,4.06,52.6254,0.15%
3519,003292,嘉实优势成长混合A,2026-05-07,1.758,1.758,-0.23,1.27,10.15,5.59,17.43,51.68,62.33,42.12,17.2,75.8,51.0309,0.15%
3520,167506,安信深圳科技指数(LOF)A,2026-05-07,1.9038,1.9038,2.04,4.1,14.22,8.62,7.55,51.67,103.51,87.36,12.05,90.38,49.47,0.12%
3521,009398,华富成长企业精选股票A,2026-05-07,1.3365,1.4775,-1.2,0.62,8.55,12.53,24.14,51.67,64.67,33.18,21.21,49.37,51.5994,0.15%
3522,015386,中银主题策略混合C,2026-05-07,5.504,5.504,2.67,4.94,16.59,11.26,20.49,51.67,61.93,27.79,16.61,46.7,52.7192,0.00%
3523,470068,汇添富深证300ETF联接A,2026-05-07,2.1423,2.1423,0.96,3.04,15.41,11.55,13.88,51.66,57.51,39.92,13.66,114.23,50.3896,0.10%
3524,017217,国投瑞银策略智选混合C,2026-05-07,1.4359,1.4359,-0.7,1.99,9.55,2.4,6.32,51.66,46.25,44.79,3.72,43.59,51.0202,0.00%
3525,005744,长安裕隆混合C,2026-05-07,3.5332,3.5332,5.37,8.3,28.16,23.72,28.99,51.65,83.49,43.32,24.23,253.32,53.4306,0.00%
3526,000755,富安达新兴成长混合A,2026-05-07,0.9115,0.9115,1.46,3.63,26.79,19.06,2.52,51.64,28.49,16.93,13.41,-8.85,50.5119,0.15%
3527,018963,国泰海通量化选股混合发起D,2026-05-07,1.7266,1.7266,1.34,3.32,12.82,8.89,18.67,51.64,72.4,,18.03,56.81,50.5975,0.00%
3528,011939,博时新能源汽车主题混合C,2026-05-07,1.0444,1.0444,0.67,4.75,22.15,9.75,16.68,51.63,58.6,31.64,18.56,4.44,50.7071,0.00%
3529,004695,东兴未来价值混合A,2026-05-07,1.8425,1.8425,1.27,1.87,12.75,8.12,14.88,51.62,81.89,89.15,17.21,84.23,50.7527,0.15%
3530,022937,西部利得中证500指数增强(LOF)Y,2026-05-07,2.2801,2.3601,0.69,2.93,13.6,7.71,19.15,51.57,,,16.8,46.71,50.8097,0.00%
3531,017155,民生加银专精特新智选混合发起式C,2026-05-07,1.4433,1.4433,1.14,2.49,12.53,6.31,11.88,51.56,79.65,57.63,15.24,44.33,49.9532,0.00%
